images,z,x
03_06_2020_0\output_0003\0000410_z05_x06.jpg,5,6
03_10_2020_1\output_0000\0000783_z00_x07.jpg,0,7
03_06_2020_0\output_0010\0000780_z08_x07.jpg,8,7
03_09_2020_1\output_0044\0000159_z04_x08.jpg,4,8
03_06_2020_0\output_0008\0000141_z04_x07.jpg,4,7
03_12_2020_0\output_0001\0001050_z07_x06.jpg,7,6
03_12_2020_0\output_0002\0000526_z07_x06.jpg,7,6
03_13_2020_1\output_0007\0000491_z01_x06.jpg,1,6
JetBot\2021-10-08-20-32\0002795_z05_x07.jpg,5,7
03_10_2020_1\output_0006\0000111_z03_x06.jpg,3,6
03_13_2020_1\output_0007\0000808_z02_x06.jpg,2,6
JetBot\2021-10-08-20-32\0002840_z05_x07.jpg,5,7
03_09_2020_1\output_0031\0000170_z02_x06.jpg,2,6
03_09_2020_1\output_0013\0000450_z03_x07.jpg,3,7
03_12_2020_0\output_0007\0000921_z05_x07.jpg,5,7
03_12_2020_0\output_0011\0000721_z07_x07.jpg,7,7
03_16_2020_0\output_0001\0000977_z08_x07.jpg,8,7
03_09_2020_1\output_0042\0000726_z02_x07.jpg,2,7
03_12_2020_0\output_0011\0000751_z05_x07.jpg,5,7
03_13_2020_0\output_0005\0000193_z07_x07.jpg,7,7
03_09_2020_1\output_0043\0000796_z05_x07.jpg,5,7
03_06_2020_0\output_0010\0000250_z10_x06.jpg,10,6
03_12_2020_0\output_0004\0000208_z10_x07.jpg,10,7
03_12_2020_0\output_0011\0000627_z07_x06.jpg,7,6
03_06_2020_0\output_0011\0000224_z02_x06.jpg,2,6
03_06_2020_0\output_0011\0000736_z05_x07.jpg,5,7
03_13_2020_1\output_0008\0000185_z03_x06.jpg,3,6
03_06_2020_0\output_0008\0000936_z04_x06.jpg,4,6
03_09_2020_1\output_0013\0000097_z05_x06.jpg,5,6
03_13_2020_1\output_0011\0000598_z04_x06.jpg,4,6
03_10_2020_1\output_0000\0000300_z03_x06.jpg,3,6
03_12_2020_0\output_0005\0000796_z08_x07.jpg,8,7
03_09_2020_1\output_0035\0000416_z04_x06.jpg,4,6
03_13_2020_0\output_0005\0001118_z07_x07.jpg,7,7
03_09_2020_1\output_0034\0000140_z05_x06.jpg,5,6
03_09_2020_1\output_0016\0000603_z04_x06.jpg,4,6
03_13_2020_1\output_0000\0000867_z02_x06.jpg,2,6
03_06_2020_0\output_0009\0000146_z04_x06.jpg,4,6
03_16_2020_0\output_0001\0000756_z07_x07.jpg,7,7
03_09_2020_1\output_0031\0000757_z04_x07.jpg,4,7
03_06_2020_0\output_0011\0000566_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0000234_z01_x07.jpg,1,7
03_06_2020_0\output_0005\0000987_z09_x06.jpg,9,6
03_09_2020_1\output_0026\0000182_z02_x07.jpg,2,7
03_09_2020_1\output_0043\0000489_z04_x07.jpg,4,7
03_06_2020_0\output_0003\0001552_z07_x07.jpg,7,7
03_06_2020_0\output_0011\0000793_z02_x06.jpg,2,6
03_09_2020_1\output_0019\0000159_z01_x06.jpg,1,6
03_06_2020_0\output_0006\0000085_z04_x06.jpg,4,6
03_13_2020_1\output_0003\0000792_z04_x06.jpg,4,6
03_13_2020_1\output_0007\0000197_z02_x07.jpg,2,7
03_12_2020_0\output_0010\0000624_z08_x07.jpg,8,7
03_13_2020_1\output_0010\0000587_z02_x07.jpg,2,7
03_09_2020_1\output_0022\0000378_z02_x07.jpg,2,7
03_12_2020_0\output_0015\0000034_z06_x07.jpg,6,7
03_06_2020_0\output_0008\0001660_z04_x07.jpg,4,7
03_12_2020_0\output_0013\0000752_z08_x07.jpg,8,7
03_13_2020_0\output_0001\0000759_z06_x06.jpg,6,6
03_13_2020_0\output_0001\0000204_z08_x07.jpg,8,7
03_12_2020_0\output_0007\0000744_z06_x07.jpg,6,7
03_10_2020_1\output_0011\0000043_z02_x06.jpg,2,6
03_09_2020_1\output_0035\0000677_z04_x06.jpg,4,6
03_06_2020_0\output_0010\0000454_z06_x07.jpg,6,7
03_12_2020_0\output_0009\0000572_z08_x06.jpg,8,6
03_13_2020_1\output_0013\0000555_z05_x07.jpg,5,7
03_12_2020_0\output_0009\0000482_z07_x07.jpg,7,7
03_09_2020_1\output_0020\0000162_z05_x06.jpg,5,6
03_13_2020_1\output_0006\0000838_z03_x06.jpg,3,6
03_06_2020_0\output_0008\0001211_z05_x07.jpg,5,7
03_10_2020_1\output_0014\0000382_z05_x06.jpg,5,6
03_09_2020_1\output_0038\0000412_z04_x06.jpg,4,6
03_09_2020_1\output_0036\0000080_z02_x07.jpg,2,7
03_10_2020_1\output_0003\0000432_z02_x06.jpg,2,6
03_12_2020_0\output_0001\0000723_z08_x06.jpg,8,6
03_09_2020_1\output_0022\0000249_z02_x07.jpg,2,7
03_12_2020_0\output_0003\0000879_z09_x06.jpg,9,6
JetBot\2021-10-08-20-32\0003062_z07_x07.jpg,7,7
03_06_2020_0\output_0008\0000286_z03_x07.jpg,3,7
03_09_2020_1\output_0036\0000411_z05_x06.jpg,5,6
03_13_2020_1\output_0009\0000014_z04_x06.jpg,4,6
03_16_2020_0\output_0006\0000417_z07_x07.jpg,7,7
03_12_2020_0\output_0013\0000440_z07_x07.jpg,7,7
03_12_2020_0\output_0014\0000143_z05_x06.jpg,5,6
03_06_2020_0\output_0009\0000533_z00_x07.jpg,0,7
03_16_2020_0\output_0002\0000665_z07_x07.jpg,7,7
03_12_2020_0\output_0009\0000353_z05_x06.jpg,5,6
03_10_2020_1\output_0008\0000506_z01_x06.jpg,1,6
03_13_2020_0\output_0004\0000887_z06_x07.jpg,6,7
03_16_2020_0\output_0006\0000862_z06_x07.jpg,6,7
03_13_2020_1\output_0002\0000139_z04_x06.jpg,4,6
03_06_2020_0\output_0003\0001005_z05_x07.jpg,5,7
03_09_2020_1\output_0019\0000361_z02_x07.jpg,2,7
03_09_2020_1\output_0023\0000262_z03_x06.jpg,3,6
03_16_2020_0\output_0003\0000290_z05_x06.jpg,5,6
03_13_2020_1\output_0011\0000679_z05_x06.jpg,5,6
03_12_2020_0\output_0014\0000792_z05_x07.jpg,5,7
03_09_2020_1\output_0043\0000485_z02_x07.jpg,2,7
03_09_2020_1\output_0031\0000698_z05_x07.jpg,5,7
03_10_2020_1\output_0016\0000354_z02_x08.jpg,2,8
03_09_2020_1\output_0039\0000737_z01_x07.jpg,1,7
03_10_2020_1\output_0011\0001072_z04_x06.jpg,4,6
03_10_2020_1\output_0014\0000656_z05_x06.jpg,5,6
03_09_2020_1\output_0033\0000772_z02_x06.jpg,2,6
03_06_2020_0\output_0002\0001069_z05_x07.jpg,5,7
03_16_2020_0\output_0001\0000322_z06_x06.jpg,6,6
03_09_2020_1\output_0022\0000158_z04_x06.jpg,4,6
03_12_2020_0\output_0013\0000784_z08_x07.jpg,8,7
03_09_2020_1\output_0025\0000315_z02_x07.jpg,2,7
03_12_2020_0\output_0014\0000991_z05_x07.jpg,5,7
03_06_2020_0\output_0010\0001530_z05_x07.jpg,5,7
03_09_2020_1\output_0027\0000181_z03_x08.jpg,3,8
03_16_2020_0\output_0006\0000093_z08_x06.jpg,8,6
03_09_2020_1\output_0020\0000466_z00_x07.jpg,0,7
03_12_2020_0\output_0005\0000036_z06_x07.jpg,6,7
03_13_2020_1\output_0003\0000797_z02_x06.jpg,2,6
03_06_2020_0\output_0011\0001058_z05_x07.jpg,5,7
03_10_2020_1\output_0009\0000210_z03_x06.jpg,3,6
03_16_2020_0\output_0000\0000638_z07_x06.jpg,7,6
03_12_2020_0\output_0015\0000682_z06_x07.jpg,6,7
03_09_2020_1\output_0031\0000862_z02_x06.jpg,2,6
03_06_2020_0\output_0009\0000295_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0000433_z03_x07.jpg,3,7
JetBot\2021-10-08-20-32\0000457_z05_x07.jpg,5,7
03_10_2020_1\output_0012\0000785_z02_x06.jpg,2,6
03_13_2020_1\output_0009\0000572_z02_x06.jpg,2,6
03_09_2020_1\output_0033\0000616_z03_x06.jpg,3,6
03_09_2020_1\output_0025\0000094_z04_x07.jpg,4,7
03_09_2020_1\output_0013\0000282_z00_x06.jpg,0,6
03_10_2020_1\output_0012\0000727_z04_x06.jpg,4,6
03_12_2020_0\output_0014\0000207_z08_x06.jpg,8,6
03_13_2020_0\output_0004\0000306_z06_x06.jpg,6,6
03_12_2020_0\output_0012\0000904_z08_x07.jpg,8,7
03_10_2020_1\output_0016\0000328_z02_x08.jpg,2,8
03_09_2020_1\output_0043\0000541_z02_x07.jpg,2,7
03_16_2020_0\output_0000\0000594_z06_x06.jpg,6,6
03_13_2020_0\output_0007\0000080_z07_x07.jpg,7,7
03_12_2020_0\output_0010\0000021_z06_x07.jpg,6,7
03_09_2020_1\output_0016\0000316_z00_x07.jpg,0,7
03_10_2020_1\output_0008\0000798_z02_x06.jpg,2,6
03_06_2020_0\output_0003\0001613_z05_x07.jpg,5,7
03_10_2020_1\output_0005\0000487_z00_x06.jpg,0,6
03_12_2020_0\output_0003\0000290_z06_x07.jpg,6,7
03_12_2020_0\output_0005\0000805_z07_x07.jpg,7,7
03_10_2020_1\output_0012\0000367_z01_x06.jpg,1,6
03_09_2020_1\output_0020\0000390_z00_x07.jpg,0,7
03_09_2020_1\output_0025\0000512_z02_x07.jpg,2,7
03_09_2020_1\output_0036\0000715_z01_x07.jpg,1,7
03_10_2020_1\output_0011\0000135_z02_x06.jpg,2,6
03_09_2020_1\output_0037\0000254_z02_x06.jpg,2,6
03_13_2020_1\output_0001\0000185_z02_x07.jpg,2,7
03_10_2020_1\output_0004\0000444_z05_x06.jpg,5,6
03_13_2020_1\output_0001\0000757_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0000295_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0000996_z10_x07.jpg,10,7
03_13_2020_1\output_0002\0000897_z05_x07.jpg,5,7
03_13_2020_0\output_0004\0000667_z06_x07.jpg,6,7
03_10_2020_1\output_0015\0000174_z04_x06.jpg,4,6
03_09_2020_1\output_0026\0000626_z00_x08.jpg,0,8
03_13_2020_1\output_0002\0000164_z02_x07.jpg,2,7
03_12_2020_0\output_0004\0000540_z07_x07.jpg,7,7
03_13_2020_1\output_0007\0000276_z03_x07.jpg,3,7
03_10_2020_1\output_0012\0000456_z01_x06.jpg,1,6
03_06_2020_0\output_0010\0000170_z08_x07.jpg,8,7
03_10_2020_1\output_0009\0000081_z02_x06.jpg,2,6
03_13_2020_1\output_0013\0000507_z01_x07.jpg,1,7
03_06_2020_0\output_0008\0001393_z01_x07.jpg,1,7
03_06_2020_0\output_0006\0001456_z01_x06.jpg,1,6
03_10_2020_1\output_0015\0000519_z01_x06.jpg,1,6
03_13_2020_1\output_0002\0000973_z02_x06.jpg,2,6
03_06_2020_0\output_0004\0000101_z00_x06.jpg,0,6
03_13_2020_1\output_0000\0000908_z05_x07.jpg,5,7
03_06_2020_0\output_0002\0000458_z05_x06.jpg,5,6
03_13_2020_0\output_0004\0000958_z07_x07.jpg,7,7
03_13_2020_0\output_0007\0000408_z06_x07.jpg,6,7
03_12_2020_0\output_0007\0000598_z06_x07.jpg,6,7
03_06_2020_0\output_0009\0000967_z01_x07.jpg,1,7
03_09_2020_1\output_0018\0000330_z05_x07.jpg,5,7
03_12_2020_0\output_0009\0000770_z08_x07.jpg,8,7
03_10_2020_1\output_0015\0000696_z03_x06.jpg,3,6
03_12_2020_0\output_0007\0000735_z07_x07.jpg,7,7
03_13_2020_1\output_0002\0000202_z05_x06.jpg,5,6
03_16_2020_0\output_0002\0000183_z06_x06.jpg,6,6
03_13_2020_1\output_0001\0000113_z02_x07.jpg,2,7
03_06_2020_0\output_0009\0000039_z04_x07.jpg,4,7
03_12_2020_0\output_0002\0000415_z06_x07.jpg,6,7
03_13_2020_1\output_0001\0000581_z04_x06.jpg,4,6
03_13_2020_0\output_0004\0000855_z08_x07.jpg,8,7
03_09_2020_1\output_0043\0000061_z05_x07.jpg,5,7
03_09_2020_1\output_0020\0000438_z05_x07.jpg,5,7
03_10_2020_1\output_0001\0000284_z02_x06.jpg,2,6
03_06_2020_0\output_0003\0001562_z10_x06.jpg,10,6
03_10_2020_1\output_0003\0000838_z03_x06.jpg,3,6
03_09_2020_1\output_0017\0000307_z05_x06.jpg,5,6
03_12_2020_0\output_0001\0000424_z08_x07.jpg,8,7
03_13_2020_1\output_0008\0000565_z04_x06.jpg,4,6
03_16_2020_0\output_0003\0000644_z05_x07.jpg,5,7
03_12_2020_0\output_0001\0000552_z07_x07.jpg,7,7
03_13_2020_0\output_0003\0000581_z05_x07.jpg,5,7
03_09_2020_1\output_0029\0000716_z02_x07.jpg,2,7
03_13_2020_1\output_0005\0000993_z03_x06.jpg,3,6
03_10_2020_1\output_0003\0000173_z05_x06.jpg,5,6
03_16_2020_0\output_0006\0000262_z07_x06.jpg,7,6
03_16_2020_0\output_0003\0000134_z07_x07.jpg,7,7
03_10_2020_1\output_0000\0000641_z02_x06.jpg,2,6
03_10_2020_1\output_0009\0000969_z02_x06.jpg,2,6
03_09_2020_1\output_0034\0000495_z05_x07.jpg,5,7
03_13_2020_0\output_0004\0000785_z05_x07.jpg,5,7
03_06_2020_0\output_0006\0000799_z05_x06.jpg,5,6
03_13_2020_1\output_0011\0000128_z03_x07.jpg,3,7
03_16_2020_0\output_0005\0000695_z07_x07.jpg,7,7
03_06_2020_0\output_0008\0000494_z01_x07.jpg,1,7
03_13_2020_1\output_0004\0000672_z05_x07.jpg,5,7
03_16_2020_0\output_0004\0000146_z07_x06.jpg,7,6
03_10_2020_1\output_0014\0000847_z03_x06.jpg,3,6
03_06_2020_0\output_0011\0000724_z05_x07.jpg,5,7
03_10_2020_1\output_0004\0000383_z04_x06.jpg,4,6
03_12_2020_0\output_0011\0000745_z07_x07.jpg,7,7
03_12_2020_0\output_0002\0000982_z05_x07.jpg,5,7
03_10_2020_1\output_0004\0001060_z03_x06.jpg,3,6
03_09_2020_1\output_0018\0000271_z04_x06.jpg,4,6
03_16_2020_0\output_0006\0000622_z07_x07.jpg,7,7
03_12_2020_0\output_0011\0000134_z07_x07.jpg,7,7
03_12_2020_0\output_0003\0000852_z10_x06.jpg,10,6
03_10_2020_1\output_0004\0000127_z01_x06.jpg,1,6
03_13_2020_0\output_0007\0000582_z07_x09.jpg,7,9
03_13_2020_1\output_0007\0000001_z05_x06.jpg,5,6
03_09_2020_1\output_0019\0000562_z03_x07.jpg,3,7
03_09_2020_1\output_0032\0000590_z05_x07.jpg,5,7
03_10_2020_1\output_0003\0000626_z05_x06.jpg,5,6
03_13_2020_0\output_0005\0000767_z08_x07.jpg,8,7
03_09_2020_1\output_0043\0000141_z02_x06.jpg,2,6
03_13_2020_0\output_0006\0000494_z07_x07.jpg,7,7
JetBot\2021-10-08-20-32\0001553_z05_x07.jpg,5,7
03_12_2020_0\output_0014\0000464_z10_x06.jpg,10,6
03_16_2020_0\output_0000\0000844_z08_x06.jpg,8,6
03_12_2020_0\output_0010\0000712_z07_x07.jpg,7,7
03_09_2020_1\output_0040\0000178_z03_x06.jpg,3,6
03_13_2020_1\output_0003\0000586_z02_x06.jpg,2,6
03_10_2020_1\output_0000\0000239_z03_x06.jpg,3,6
03_12_2020_0\output_0000\0000367_z05_x07.jpg,5,7
03_13_2020_1\output_0007\0000219_z03_x07.jpg,3,7
03_10_2020_1\output_0009\0000888_z04_x06.jpg,4,6
03_09_2020_1\output_0023\0000399_z03_x06.jpg,3,6
03_12_2020_0\output_0012\0000677_z05_x07.jpg,5,7
03_10_2020_1\output_0009\0000286_z00_x06.jpg,0,6
03_06_2020_0\output_0005\0000682_z08_x06.jpg,8,6
03_16_2020_0\output_0004\0000414_z06_x06.jpg,6,6
03_06_2020_0\output_0006\0000577_z02_x06.jpg,2,6
03_09_2020_1\output_0032\0000247_z05_x07.jpg,5,7
03_12_2020_0\output_0013\0001041_z09_x06.jpg,9,6
03_12_2020_0\output_0001\0000094_z05_x06.jpg,5,6
03_06_2020_0\output_0009\0000087_z05_x06.jpg,5,6
03_10_2020_1\output_0005\0000393_z00_x06.jpg,0,6
03_13_2020_1\output_0002\0000134_z05_x06.jpg,5,6
03_13_2020_0\output_0001\0000672_z08_x07.jpg,8,7
03_09_2020_1\output_0039\0000056_z04_x06.jpg,4,6
03_16_2020_0\output_0002\0000181_z06_x06.jpg,6,6
03_09_2020_1\output_0015\0000427_z03_x07.jpg,3,7
03_06_2020_0\output_0010\0001747_z09_x07.jpg,9,7
03_09_2020_1\output_0041\0000292_z05_x06.jpg,5,6
03_13_2020_1\output_0009\0000633_z02_x07.jpg,2,7
03_06_2020_0\output_0011\0000654_z01_x07.jpg,1,7
03_09_2020_1\output_0015\0000605_z05_x07.jpg,5,7
03_13_2020_0\output_0006\0000727_z08_x07.jpg,8,7
03_13_2020_1\output_0002\0000509_z02_x07.jpg,2,7
03_10_2020_1\output_0011\0000100_z00_x06.jpg,0,6
03_09_2020_1\output_0044\0000232_z03_x08.jpg,3,8
03_13_2020_1\output_0002\0000109_z01_x06.jpg,1,6
03_09_2020_1\output_0036\0000475_z05_x06.jpg,5,6
03_13_2020_0\output_0001\0000366_z06_x07.jpg,6,7
03_10_2020_1\output_0012\0000768_z02_x06.jpg,2,6
03_06_2020_0\output_0011\0001102_z05_x07.jpg,5,7
03_16_2020_0\output_0005\0000100_z06_x06.jpg,6,6
03_16_2020_0\output_0001\0000646_z05_x07.jpg,5,7
03_13_2020_1\output_0004\0000820_z03_x07.jpg,3,7
03_13_2020_1\output_0005\0000570_z03_x07.jpg,3,7
03_13_2020_0\output_0004\0000961_z07_x07.jpg,7,7
03_09_2020_1\output_0014\0000168_z01_x07.jpg,1,7
03_06_2020_0\output_0009\0000881_z04_x07.jpg,4,7
03_06_2020_0\output_0011\0001428_z02_x08.jpg,2,8
JetBot\2021-10-08-20-32\0001541_z02_x07.jpg,2,7
03_09_2020_1\output_0034\0000502_z04_x07.jpg,4,7
03_09_2020_1\output_0018\0000550_z00_x07.jpg,0,7
03_06_2020_0\output_0010\0000020_z07_x07.jpg,7,7
03_09_2020_1\output_0021\0000275_z03_x07.jpg,3,7
03_09_2020_1\output_0020\0000344_z05_x07.jpg,5,7
03_10_2020_1\output_0010\0000126_z03_x06.jpg,3,6
03_06_2020_0\output_0011\0000875_z04_x07.jpg,4,7
03_10_2020_1\output_0006\0000090_z02_x06.jpg,2,6
03_12_2020_0\output_0004\0000620_z09_x07.jpg,9,7
03_13_2020_1\output_0010\0000361_z03_x07.jpg,3,7
03_12_2020_0\output_0006\0000887_z07_x07.jpg,7,7
03_12_2020_0\output_0001\0000243_z05_x07.jpg,5,7
03_09_2020_1\output_0030\0000946_z05_x07.jpg,5,7
03_12_2020_0\output_0006\0000866_z05_x06.jpg,5,6
03_16_2020_0\output_0002\0000556_z07_x06.jpg,7,6
03_10_2020_1\output_0003\0000682_z03_x06.jpg,3,6
03_13_2020_1\output_0003\0000884_z03_x07.jpg,3,7
03_10_2020_1\output_0007\0000709_z03_x06.jpg,3,6
03_16_2020_0\output_0006\0000455_z05_x07.jpg,5,7
03_09_2020_1\output_0022\0000290_z02_x07.jpg,2,7
03_06_2020_0\output_0008\0001235_z05_x07.jpg,5,7
03_13_2020_1\output_0001\0000802_z02_x06.jpg,2,6
03_12_2020_0\output_0009\0000099_z10_x07.jpg,10,7
03_10_2020_1\output_0001\0000148_z01_x06.jpg,1,6
03_12_2020_0\output_0014\0000203_z05_x06.jpg,5,6
03_10_2020_1\output_0005\0001139_z03_x06.jpg,3,6
03_10_2020_1\output_0003\0000176_z05_x06.jpg,5,6
03_12_2020_0\output_0015\0000342_z05_x07.jpg,5,7
03_10_2020_1\output_0012\0000980_z02_x06.jpg,2,6
03_09_2020_1\output_0038\0000426_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0000146_z05_x06.jpg,5,6
03_13_2020_1\output_0006\0000493_z02_x06.jpg,2,6
03_13_2020_0\output_0004\0000034_z08_x07.jpg,8,7
03_09_2020_1\output_0030\0000100_z02_x06.jpg,2,6
03_06_2020_0\output_0003\0000095_z05_x06.jpg,5,6
03_06_2020_0\output_0004\0000207_z05_x07.jpg,5,7
03_09_2020_1\output_0024\0000087_z00_x06.jpg,0,6
03_13_2020_1\output_0011\0000419_z04_x06.jpg,4,6
03_09_2020_1\output_0040\0000141_z05_x07.jpg,5,7
03_13_2020_1\output_0005\0000305_z01_x07.jpg,1,7
03_09_2020_1\output_0025\0000725_z02_x07.jpg,2,7
03_12_2020_0\output_0015\0000307_z07_x07.jpg,7,7
03_12_2020_0\output_0002\0000877_z07_x07.jpg,7,7
03_09_2020_1\output_0033\0000303_z03_x06.jpg,3,6
03_12_2020_0\output_0009\0000204_z06_x06.jpg,6,6
03_09_2020_1\output_0037\0000268_z05_x07.jpg,5,7
03_09_2020_1\output_0036\0000296_z04_x06.jpg,4,6
03_13_2020_0\output_0005\0000519_z08_x07.jpg,8,7
03_12_2020_0\output_0009\0000465_z06_x07.jpg,6,7
03_06_2020_0\output_0005\0001100_z08_x06.jpg,8,6
03_13_2020_0\output_0000\0000423_z06_x07.jpg,6,7
03_09_2020_1\output_0034\0000225_z05_x06.jpg,5,6
JetBot\2021-10-08-20-32\0001840_z05_x07.jpg,5,7
03_12_2020_0\output_0007\0000120_z06_x07.jpg,6,7
03_10_2020_1\output_0003\0000247_z04_x06.jpg,4,6
03_09_2020_1\output_0040\0000145_z01_x07.jpg,1,7
03_16_2020_0\output_0001\0000627_z05_x07.jpg,5,7
03_09_2020_1\output_0043\0000548_z03_x07.jpg,3,7
03_13_2020_0\output_0002\0000459_z07_x07.jpg,7,7
03_09_2020_1\output_0037\0000151_z05_x06.jpg,5,6
03_09_2020_1\output_0033\0000556_z04_x06.jpg,4,6
03_12_2020_0\output_0013\0000036_z07_x07.jpg,7,7
03_09_2020_1\output_0023\0000579_z05_x07.jpg,5,7
03_12_2020_0\output_0005\0000493_z10_x07.jpg,10,7
03_06_2020_0\output_0005\0000887_z05_x06.jpg,5,6
03_09_2020_1\output_0025\0000729_z02_x07.jpg,2,7
03_10_2020_1\output_0006\0000809_z01_x06.jpg,1,6
03_09_2020_1\output_0013\0000675_z02_x07.jpg,2,7
03_06_2020_0\output_0004\0000162_z03_x07.jpg,3,7
03_13_2020_1\output_0001\0000333_z05_x06.jpg,5,6
03_12_2020_0\output_0011\0000592_z09_x06.jpg,9,6
03_13_2020_0\output_0003\0000452_z06_x07.jpg,6,7
03_06_2020_0\output_0004\0000086_z05_x07.jpg,5,7
03_09_2020_1\output_0033\0000790_z04_x07.jpg,4,7
03_09_2020_1\output_0043\0000500_z04_x07.jpg,4,7
03_06_2020_0\output_0004\0001168_z04_x06.jpg,4,6
03_09_2020_1\output_0022\0000568_z05_x06.jpg,5,6
03_12_2020_0\output_0005\0000144_z08_x06.jpg,8,6
03_06_2020_0\output_0011\0001364_z03_x08.jpg,3,8
03_13_2020_0\output_0005\0000342_z06_x07.jpg,6,7
03_09_2020_1\output_0041\0000385_z03_x07.jpg,3,7
03_10_2020_1\output_0011\0000499_z01_x06.jpg,1,6
03_09_2020_1\output_0018\0000138_z05_x06.jpg,5,6
03_09_2020_1\output_0033\0000560_z03_x06.jpg,3,6
03_09_2020_1\output_0033\0000495_z02_x06.jpg,2,6
03_06_2020_0\output_0010\0001043_z07_x07.jpg,7,7
03_12_2020_0\output_0012\0000778_z07_x07.jpg,7,7
03_12_2020_0\output_0006\0000349_z06_x06.jpg,6,6
03_13_2020_1\output_0005\0000261_z04_x07.jpg,4,7
03_10_2020_1\output_0007\0000096_z05_x06.jpg,5,6
JetBot\2021-10-08-20-32\0001271_z00_x07.jpg,0,7
03_13_2020_1\output_0008\0000690_z04_x06.jpg,4,6
03_13_2020_1\output_0011\0000423_z03_x06.jpg,3,6
03_16_2020_0\output_0003\0000624_z06_x07.jpg,6,7
03_16_2020_0\output_0003\0000304_z07_x07.jpg,7,7
03_10_2020_1\output_0012\0000359_z05_x06.jpg,5,6
03_06_2020_0\output_0011\0001077_z05_x07.jpg,5,7
03_13_2020_1\output_0005\0000769_z04_x06.jpg,4,6
03_12_2020_0\output_0009\0000199_z07_x06.jpg,7,6
03_13_2020_1\output_0010\0000874_z03_x07.jpg,3,7
03_13_2020_1\output_0002\0000691_z03_x07.jpg,3,7
JetBot\2021-10-08-20-32\0000479_z05_x07.jpg,5,7
03_09_2020_1\output_0030\0000575_z05_x07.jpg,5,7
03_12_2020_0\output_0005\0000441_z05_x06.jpg,5,6
03_12_2020_0\output_0007\0000808_z06_x06.jpg,6,6
03_13_2020_0\output_0007\0000259_z07_x07.jpg,7,7
03_09_2020_1\output_0040\0000333_z02_x06.jpg,2,6
03_06_2020_0\output_0003\0001102_z05_x07.jpg,5,7
03_12_2020_0\output_0014\0000340_z05_x07.jpg,5,7
03_12_2020_0\output_0003\0001164_z07_x07.jpg,7,7
JetBot\2021-10-08-20-32\0001764_z04_x07.jpg,4,7
03_13_2020_0\output_0007\0000290_z05_x07.jpg,5,7
03_13_2020_0\output_0004\0000009_z05_x07.jpg,5,7
03_10_2020_1\output_0011\0000210_z01_x06.jpg,1,6
03_13_2020_0\output_0006\0000280_z06_x07.jpg,6,7
03_09_2020_1\output_0034\0000458_z02_x07.jpg,2,7
03_09_2020_1\output_0040\0000774_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0000761_z03_x07.jpg,3,7
03_13_2020_1\output_0001\0000815_z02_x06.jpg,2,6
03_06_2020_0\output_0010\0000918_z08_x07.jpg,8,7
03_13_2020_1\output_0001\0000760_z03_x07.jpg,3,7
03_12_2020_0\output_0012\0000302_z10_x07.jpg,10,7
03_12_2020_0\output_0006\0000111_z05_x06.jpg,5,6
03_13_2020_0\output_0002\0000185_z06_x06.jpg,6,6
03_10_2020_1\output_0000\0000416_z05_x06.jpg,5,6
03_12_2020_0\output_0011\0000283_z06_x07.jpg,6,7
03_12_2020_0\output_0001\0001181_z08_x06.jpg,8,6
03_12_2020_0\output_0005\0000457_z05_x06.jpg,5,6
03_09_2020_1\output_0043\0000109_z02_x06.jpg,2,6
03_12_2020_0\output_0015\0000165_z07_x07.jpg,7,7
03_06_2020_0\output_0005\0000426_z07_x07.jpg,7,7
03_12_2020_0\output_0010\0000364_z08_x07.jpg,8,7
03_09_2020_1\output_0024\0000316_z02_x07.jpg,2,7
03_13_2020_1\output_0006\0000040_z05_x07.jpg,5,7
03_09_2020_1\output_0016\0000369_z00_x07.jpg,0,7
03_06_2020_0\output_0008\0000435_z02_x06.jpg,2,6
03_13_2020_1\output_0007\0000381_z04_x06.jpg,4,6
JetBot\2021-10-08-20-32\0001802_z05_x07.jpg,5,7
03_10_2020_1\output_0007\0000151_z00_x06.jpg,0,6
03_13_2020_1\output_0002\0000647_z05_x07.jpg,5,7
03_09_2020_1\output_0019\0000263_z04_x07.jpg,4,7
03_10_2020_1\output_0005\0000613_z01_x06.jpg,1,6
03_13_2020_1\output_0006\0000558_z05_x06.jpg,5,6
03_09_2020_1\output_0036\0000747_z01_x07.jpg,1,7
03_06_2020_0\output_0008\0001029_z03_x07.jpg,3,7
03_09_2020_1\output_0035\0000548_z04_x06.jpg,4,6
03_13_2020_1\output_0011\0000221_z02_x07.jpg,2,7
03_09_2020_1\output_0022\0000560_z04_x06.jpg,4,6
03_13_2020_1\output_0003\0000580_z05_x07.jpg,5,7
03_09_2020_1\output_0032\0000822_z02_x07.jpg,2,7
03_12_2020_0\output_0006\0000736_z10_x07.jpg,10,7
03_10_2020_1\output_0006\0000382_z02_x06.jpg,2,6
03_16_2020_0\output_0003\0000148_z08_x06.jpg,8,6
03_06_2020_0\output_0011\0000279_z05_x07.jpg,5,7
03_10_2020_1\output_0014\0000873_z03_x06.jpg,3,6
